Date,Open,High,Low,Close,Volume,Adj Close
2015-12-01,17.57,17.690001,12.11,12.59,13479000,12.366065
2015-11-02,18.17,20.09,16.68,17.51,10969200,17.198555
2015-10-01,15.79,20.440001,15.00,18.379999,13618500,18.000416
2015-09-01,16.719999,17.59,14.59,15.40,16701000,15.081959
2015-08-03,20.700001,21.219999,14.03,17.290001,16132000,16.932928
2015-07-01,26.59,26.610001,20.440001,21.01,9252600,20.32777
2015-06-01,27.23,27.77,25.790001,26.540001,6678800,25.678202
2015-05-01,31.110001,31.530001,26.99,27.190001,7291100,26.307095
2015-04-01,26.299999,31.450001,26.23,31.10,7355400,29.861847
2015-03-02,27.860001,28.040001,25.07,26.110001,6544900,25.070509
2015-02-02,27.059999,29.67,26.860001,27.860001,8261800,26.750837
2015-01-02,28.059999,28.799999,24.809999,26.60,8382500,25.354633
2014-12-01,28.52,31.01,24.280001,28.290001,10392800,26.965511
2014-11-03,35.560001,35.779999,28.549999,28.92,7998000,27.566015
2014-10-01,37.59,38.040001,31.35,35.400002,7214700,33.523663
2014-09-02,41.700001,41.919998,37.310001,37.59,5401000,35.59758
2014-08-01,38.700001,41.740002,37.900002,41.689999,5929600,39.480263
2014-07-01,40.049999,40.740002,38.720001,38.75,4984500,36.498604
2014-06-02,36.75,40.220001,36.279999,39.919998,6767100,37.600624
2014-05-01,36.23,36.779999,35.349998,36.66,6318500,34.530033
2014-04-01,35.720001,36.990002,34.790001,36.150002,6789600,33.869209
2014-03-03,33.380001,35.639999,32.619999,35.52,6157600,33.278957
2014-02-03,32.779999,34.330002,31.57,33.50,7343700,31.386402
2014-01-02,35.25,35.330002,32.400002,32.790001,4848200,30.545755
2013-12-02,36.02,37.00,34.169998,35.299999,5717900,32.883961
2013-11-01,35.34,38.18,34.900002,36.040001,5621800,33.573315
2013-10-01,34.950001,36.369999,33.82,35.259998,5068900,32.676785
2013-09-03,34.860001,36.669998,34.470001,34.880001,6360400,32.324627
2013-08-01,36.759998,37.869999,32.540001,34.43,6237700,31.907595
2013-07-01,34.709999,37.77,34.400002,36.360001,3711200,33.509327
2013-06-03,34.610001,36.470001,33.150002,34.580002,5395500,31.868881
2013-05-01,32.299999,36.68,31.780001,34.389999,5423800,31.693775
2013-04-01,33.82,34.119999,29.469999,32.669998,5245500,29.960093
2013-03-01,33.299999,35.27,32.09,33.720001,4834800,30.923
2013-02-01,33.889999,35.860001,32.200001,33.50,6346200,30.721247
2013-01-02,31.43,34.25,31.030001,33.610001,4700800,30.673857
2012-12-03,31.040001,31.559999,29.60,30.66,5408700,27.981565
2012-11-01,30.059999,31.93,29.23,30.85,7831300,28.154968
2012-10-01,29.709999,31.59,28.629999,30.059999,6560500,27.282852
2012-09-04,27.75,31.209999,27.08,29.57,7912300,26.838123
2012-08-01,26.790001,28.040001,25.51,27.82,6860600,25.2498
2012-07-02,25.559999,27.190001,23.93,26.469999,7202700,23.876276
2012-06-01,24.25,25.73,23.17,25.57,7987900,23.064465
2012-05-01,29.52,30.540001,23.870001,24.91,9295100,22.469137
2012-04-02,31.610001,32.439999,28.690001,29.34,6085400,26.293201
2012-03-01,34.029999,34.700001,31.02,31.700001,5762700,28.408129
2012-02-01,31.629999,35.490002,31.129999,33.889999,7586400,30.370708
2012-01-03,29.959999,32.880001,29.92,31.389999,7952700,27.986452
2011-12-01,27.690001,29.82,26.360001,29.27,6806700,26.096319
2011-11-01,24.959999,28.49,24.51,27.959999,7814100,24.928358
2011-10-03,21.309999,28.129999,19.129999,26.030001,8426400,23.084747
2011-09-01,27.049999,27.469999,21.58,21.58,9345200,19.138258
2011-08-01,31.41,31.43,23.32,26.92,13580500,23.874046
2011-07-01,33.279999,34.970001,30.50,30.969999,10154300,27.311203
2011-06-01,53.290138,53.490124,48.630127,52.68013,13651200,27.7113
2011-05-02,54.110126,54.330139,49.08012,54.170124,13234900,28.495081
2011-04-01,53.810123,54.190121,49.760124,54.040131,9447300,28.287622
2011-03-01,52.350121,53.740128,47.180115,53.31012,13807800,27.905495
2011-02-01,46.030106,50.560123,44.9501,49.600121,15106000,25.963472
2011-01-03,37.390099,45.750103,36.970081,45.700111,18668200,23.793318
2010-12-01,33.970074,37.210098,33.830074,37.030083,7453000,19.279352
2010-11-01,35.900089,36.110096,32.450089,33.470093,11524200,17.425877
2010-10-01,33.430088,36.430096,33.090088,35.57008,9071500,18.38199
2010-09-01,30.860075,33.630074,30.730083,33.100082,8439000,17.105539
2010-08-02,33.960083,34.980083,30.040071,30.490067,9021900,15.75673
2010-07-01,31.210085,33.740082,30.500074,33.450092,9859400,17.154495
2010-06-01,30.710083,34.400085,30.160074,31.090067,12990700,15.944184
2010-05-03,32.230068,32.880081,28.970078,31.090067,18610400,15.944184
2010-04-01,31.930069,33.200081,31.250067,32.150089,10852300,16.356066
2010-03-01,29.150078,32.440079,28.990078,31.640078,10942300,16.096603
2010-02-01,30.170067,30.910084,27.640068,28.950079,12297800,14.728091
2010-01-04,31.750069,33.050072,29.620071,29.81008,11143100,15.03936
